Semester Description,Program Start Date,Program Tuition Fee,Program Title,Primary Contact City
Spring 2024,2024-05-23,448.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 5/23-6/27 | Spring 2024,Huntington
Spring 2024,2024-05-21,448.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 5/21-6/25 | Spring 2024,Huntington
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",Ronkonkoma
Spring 2024,2024-05-25,458.0,Finding Your Voice with Jesus Antoshka | Saturdays 9:30am-12:30pm | 5/25-6/29 | Spring 2024,Northport
Spring 2024,2024-05-23,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 5/23-6/27 |Spring 2024,Stony Brook
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,Huntington
Spring 2024,2024-05-21,243.0,The Magic Of Color with Linda Gottlieb | Ages 5-7 | Tues 5:00-6:00pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-22,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 6pm-9pm | 5/22-6/26 | Spring 2024,Melville
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",dix hills
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Huntington
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-25,280.0,Teen Anime and Manga Illustration with Zach Schrage | Ages 13-18 | Sat 1:00-3:00pm | 5/25-6/29| Spring 2024,Greenlawn
Spring 2024,2024-05-22,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 6pm-9pm | 5/22-6/26 | Spring 2024,
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-23,225.0,Wheel Throwing for Teens with Ruth Lowenberg | Thursdays 3:30pm - 5:00pm | 5/23-6/27 | Spring 2024,Dix Hills
Spring 2024,2024-05-23,280.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 5/23-6/13 | Spring 2024,Nesconset
Spring 2024,2024-05-23,270.0,Figure Construction & Anatomy with Stu Yellin | Thursdays 6:00-9:00pm |  5/23-6/27 | Spring 2024,Amityville
Spring 2024,2024-05-21,225.0,Creative Cartooning with Lori Hochberg | Ages 8-12 | Tues 5:30-6:45pm | 5/21-6/25 | Spring 2024,Dix Hills
Spring 2024,2024-05-21,355.0,Portfolio Development for Teens with Tom Germano| Tuesdays 4:00-6:30 | 5/21 - 6/25  | Spring 2024,Wantagh
Spring 2024,2024-05-23,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 5/23-6/27 | Spring 2024,Huntington Station
SAA 2024,2024-07-16,1100.0,Summer Pre-College Portfolio Development Program | Session 1: 7/16-7/26,East Northport
SAA 2024,2024-08-13,550.0,Summer Pre-College Portfolio Development Program | Session 3: 8/13-8/16,East Northport
Spring 2024,2024-05-22,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/22-6/26 | Spring 2024,Huntington
Spring 2024,2024-06-29,55.0,"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens | Saturday 6/29 1pm-4pm | Spring 2024",Westbury
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Melville
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Melville
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Amityville
Spring 2024,2024-05-22,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/22-6/26 | Spring 2024,Oak Beach
Spring 2024,2024-05-25,329.0,Beginner Silversmithing with Marla Mencher | Saturdays 9:30am-1:30pm | 5/25-6/22 | Spring 2024,Huntington
Spring 2024,2024-05-28,237.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 1:30-3:30pm |5/28 - 6/18| Spring 2024,Westbury
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session Two: July 22 - August 2,Dix Hills
Spring 2024,2024-05-24,448.0,Intermediate Wheel Throwing with Jesus Antoshka | Fridays 10am-1pm | 5/24-6/28 | Spring 2024,East Northport
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Smithtown
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,Centerport
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,West Babylon
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,West Babylon
Spring 2024,2024-05-22,448.0,Advanced Wheel Throwing with Sophie Yoon | Wednesdays 6pm-9pm | 5/22-6/26 | Spring 2024,Northport
Spring 2024,2024-05-23,327.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 5/23-6/27 | Spring 2024,Rocky Point
Spring 2024,2024-05-23,280.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 5/23-6/13 | Spring 2024,Northport
Spring 2024,2024-05-25,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/25 | Spring 2024,Holbrook
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Patchogue
Spring 2024,2024-05-25,280.0,Teen Anime and Manga Illustration with Zach Schrage | Ages 13-18 | Sat 1:00-3:00pm | 5/25-6/29| Spring 2024,Holbrook
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Medford
Summer 2024,2024-07-11,280.0,Pastels: Beginning and Beyond with Marlene Bezich | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,West Islip
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,Huntington
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",Dix Hills
Spring 2024,2024-05-25,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/25 | Spring 2024,East Northport
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,Oak Beach
Spring 2024,2024-05-21,206.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 5/21-6/25  Spring 2024,Selden
Spring 2024,2024-05-25,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/25 | Spring 2024,greenlawn
Spring 2024,2024-05-25,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 5/25 | Spring 2024,Melville
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,Oak Beach
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",Melville
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 6-8, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Melville
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",Melville
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Huntington
SAA 2024,2024-07-08,586.0,"SAA - Young Artists Ages 9-10, Session 1 ""Whiley Wiry Market"", 7/8-7/12",Dix Hills
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",Dix Hills
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Dix Hills
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",Dix Hills
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Bohemia
Spring 2024,2024-06-01,183.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 6/1-6/29 | Spring 2024,Deer Park
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Ronkonkoma
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",East Northport
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Saint James
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session Two: July 22 - August 2,East Northport
Spring 2024,2024-05-21,355.0,Portfolio Development for Teens with Tom Germano| Tuesdays 4:00-6:30 | 5/21 - 6/25  | Spring 2024,Dix Hills
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,Kings Park
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Huntington
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,
Spring 2024,2024-05-29,172.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Weds 6pm-9pm | 5/29-6/26 | Spring 2024,East Northport
SAA 2024,2024-07-08,586.0,"SAA - Young Artists Ages 9-10, Session 1 ""Whiley Wiry Market"", 7/8-7/12",Chicago
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Selden
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,Selden
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",Dix Hills
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",Dix Hills
Spring 2024,2024-05-29,0.0,Create Nights - The First Pride was a Riot with Rob Stenzel | 5/29 | 7pm-9pm| Spring 2024,BRENTWOOD
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Roslyn
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Roslyn
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Merrick
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Huntington Station
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Huntington
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Huntington
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Dix Hills
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Dix Hills
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,DIX HILLS
Summer 2024,2024-07-11,430.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 7/11-8/22 | Summer 2024,Northport
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Northport
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,Centerport
Spring 2024,2024-05-23,448.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 5/23 - 6/27 | Spring 2024,Huntington
Spring 2024,2024-05-23,430.0,The Painter's Path with David Peikon | Thursdays 10am-1pm | 5/23-6/27 |Spring 2024,Northport
Spring 2024,2024-05-23,430.0,The Painter's Path with David Peikon | Thursdays 1:30-4:30pm | 5/23-6/27 | Spring 2024,Northport
Spring 2024,2024-05-23,280.0,Abstract Painting: Acrylics with Kevin Larkin |Thursdays 2-5pm| 5/23-6/13 | Spring 2024,Northport
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Centerport
Spring 2024,2024-06-01,155.0,Book and Brush Painting with Rachel Woelfel | Ages 5-7 | Saturdays 11:30am-12:30pm | 6/1-6/29 | Spring 2024,Dix Hills
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session Two: July 22 - August 2,Dix Hills
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Dix Hills
SAA 2024,2024-07-22,586.0,"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",Dix Hills
SAA 2024,2024-07-22,1041.0,Summer Art Adventure | Mature Artists Ages 11-12 | Session Two: July 22 - August 2,Dix Hills
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Hauppauge
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Nesconset
Spring 2024,2024-06-01,183.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 6/1-6/29 | Spring 2024,Dix hills
Spring 2024,2024-06-01,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/1 | Spring 2024,Melville
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,Long Beach
Spring 2024,2024-06-29,105.0,Under the Sea Watercolor Workshop with Lorraine Rimmelin | Saturday 6/29 | 10am-2pm | Spring 2024,Plainview
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Huntington
Summer 2024,2024-07-06,323.0,Teen Anime and Manga Illustration with Zach Schrage | Ages 13-18 | Sat 1:00-3:00pm | 7/6-8/23 | Summer 2024,Islip
Spring 2024,2024-06-29,105.0,Under the Sea Watercolor Workshop with Lorraine Rimmelin | Saturday 6/29 | 10am-2pm | Spring 2024,Melville
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Plainview
Summer 2024,2024-07-12,105.0,Handmade Stamps and Cardmaking Workshop with Anna Laimo | Friday 7/12 & 7/19 11am-2pm| Summer 2024,Huntington
Summer 2024,2024-07-02,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 7/2-8/20 | Summer 2024,East Northport
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,syosset
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",Dix Hills
Summer 2024,2024-07-02,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 7/2-8/20 | Summer 2024,West Islip
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Bellmore
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Sayville
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Commack
Summer 2024,2024-07-02,323.0,Beginner Watercolor with Liz Fusco | Tues 6:30-8:30pm | 7/2-8/20 | Summer 2024,Central Islip
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Port Washington
Summer 2024,2024-07-02,536.0,Handbuilding - Plan to Technique with Laura Peters | Tues 10am-1pm | 7/2-8/20 | Summer 2024,Seaford
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Huntington Station
Summer 2024,2024-07-25,345.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 7/25-8/22 | Summer 2024,Dix Hills
Summer 2024,2024-07-09,440.0,Advanced Silversmithing with Marla Mencher | Tuesdays 1-5pm | 7/9-7-23 | Summer 2024,Oyster Bay
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Oyster Bay
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,Yaphank
Spring 2024,2024-05-21,243.0,The Magic Of Color with Linda Gottlieb | Ages 5-7 | Tues 5:00-6:00pm | 5/21-6/25 | Spring 2024,Dix hills
Summer 2024,2024-07-11,206.0,Open Studio w/Model - Short Pose | Linda Gottlieb | Thurs 10:30am-1:30pm | 7/11-8/22 | Summer 2024,Oakdale
Summer 2024,2024-07-02,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-02,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Tues 6-9 pm | 7/2-8/20 | Summer 2024,Huntington
Summer 2024,2024-07-02,237.0,Open Studio Long Poses with Donna Harlow Moraff | Tue 1pm-4pm | 7/2-8/20 | Summer 2024,Old Bethpage
Summer 2024,2024-07-02,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 7/2-8/20 | Summer 2024,Central Islip
Summer 2024,2024-08-06,440.0,Beginner and Intermediate Silversmithing with Marla Mencher | Tuesdays 1-5pm | 8/6-8/20| Summer 2024,West Islip
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Kings Park
Summer 2024,2024-07-06,247.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 7/6-8/24 | Summer 2024,East Setauket
Summer 2024,2024-07-02,285.0,Creative Cartooning & Realistic Drawing with Lori Hochberg | Ages 8-12 |  Tues |5:30-7:00pm| 7/2-8/20 | Summer 2024,East Setauket
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Kings Park
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",East Northport
Summer 2024,2024-07-25,345.0,The Painters Path with David Peikon | Thursday 1:30-4:30pm | 7/25-8/22 | Summer 2024,Plainview
Spring 2024,2024-06-30,160.0,Raku Firing Workshop with Jeff Gomez | Sunday 6/30 8:30am-5:00pm | Spring 2024,Long Beach
Spring 2024,2024-06-22,0.0,PRIDE - Friendship Bracelet Workshop-B with Robert Stenzel | 6/22 | 5pm-6:30pm | Spring 2024,Glen Cove
Spring 2024,2024-06-15,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/15 | Spring 2024,Nesconset
Summer 2024,2024-07-12,105.0,Handmade Stamps and Cardmaking Workshop with Anna Laimo | Friday 7/12 & 7/19 11am-2pm| Summer 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Melville
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,Melville
Summer 2024,2024-07-06,586.0,Intermediate Wheel Throwing with Jesus Antoshka | Saturdays 9:30am-12:30pm | 7/6-8/24 | Summer 2024,East Northport
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,East Northport
Spring 2024,2024-06-15,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/15 | Spring 2024,East Northport
Summer 2024,2024-07-12,105.0,Handmade Stamps and Cardmaking Workshop with Anna Laimo | Friday 7/12 & 7/19 11am-2pm| Summer 2024,Nesconset
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Plainview
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,greenlawn
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Melville
Spring 2024,2024-06-22,0.0,PRIDE - Watercolor Workshop-A with Michael Lombardi | 6/22 | 2:30pm-4pm | Spring 2024,Melville
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,Holbrook
Spring 2024,2024-06-29,105.0,Under the Sea Watercolor Workshop with Lorraine Rimmelin | Saturday 6/29 | 10am-2pm | Spring 2024,Dix Hills
Summer 2024,2024-07-05,515.0,The World of Watercolor with Ross Barbera | Fri 10am-1pm | 7/5-8/23 | Summer 2024,Dix Hills
Summer 2024,2024-07-11,536.0,Beginners & Beyond - Ceramics with Amy Tischler | Thursdays 6-9pm | 7/11-8/22 | Summer 2024,greenlawn
Spring 2024,2024-06-08,35.0,Ceramics Open Studio | Saturdays 12:30-3:30pm | 6/8 | Spring 2024,Northport
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Commack
SAA 2024,2024-08-05,586.0,"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",Commack
Summer 2024,2024-07-02,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 7/2-8/20 | Summer 2024,Seaford
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Dix Hills
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Levittown
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,Hauppauge
Summer 2024,2024-07-11,225.0,All Levels Ceramics with Ruth Lowenberg | Thursdays 9:30am - 12:30pm | 7/11-7/25 | Summer 2024,Hauppauge
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Dix Hills
SAA 2024,2024-07-15,586.0,"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",Deer Park
SAA 2024,2024-07-29,586.0,"SAA - Young Artists Ages 6-8, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",Deer Park
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,GreenLawn
Summer 2024,2024-07-06,247.0,Young Artists Ceramic Hand Building with Rachel Woelfel | Ages 6-10 | Saturday 9:30-11am | 7/6-8/24 | Summer 2024,East Northport
SAA 2024,2024-07-08,1041.0,Summer Art Adventure | Mature Artists Ages 13-14 | Session One: July 8-19,Farmingdale
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,West Islip
Spring 2024,2024-06-26,0.0,Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel | 6/26 | 7pm-9pm | Spring 2024,Stony Brook
Summer 2024,2024-07-02,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 7/2-8/20 | Summer 2024,Amityville
Spring 2024,2024-06-22,0.0,PRIDE - Drop-in Community Art Workshop | 6/22 | 2pm-8pm | Spring 2024,Stony Brook
Spring 2024,2024-06-12,20.0,Acrylics Workshop with Jim Minet of HK Holbein Artist Materials Wednesday 6/12 6-8pm| Spring 2024,Glen Oaks
Summer 2024,2024-07-13,0.0,Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 | 1-3pm| Summer 2024,Huntington Station
Summer 2024,2024-07-02,323.0,Intermediate Watercolor with Liz Fusco | Tues 9am-11am | 7/2-8/20 | Summer 2024,Huntington Station
Summer 2024,2024-07-02,323.0,Pastels: Beginning and Beyond with Marlene Bezich | Tuesdays 1:30-3:30pm | 7/2-8/20 | Spring 2024,Huntington Station
Summer 2024,2024-07-02,323.0,Fundamentals of Drawing with Liz Fusco | Tuesdays 11:30am-1:30pm | 7/2-8/20 | Summer 2024,Amityville
SAA 2024,2024-07-08,586.0,"SAA - Young Artists Ages 9-10, Session 1 ""Whiley Wiry Market"", 7/8-7/12",Dix hills
